prey_taxon,prey_stage,prey_kingdom,prey_class,prey_order,prey_family,prey_species,prey_taxon_cleaned,prey_phylum,prey_superclass,prey_subclass,prey_subphylum,prey_type,prey_origin
hyalella azteca,unknown,Animalia,Malacostraca,Amphipoda,Hyalellidae,Hyalella azteca,NA,Arthropoda,NA,NA,NA,NA,aquatic
Hyalella,unknown,Metazoa,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hyalella,unknown,Animalia,Malacostraca,Amphipoda,Hyalellidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hyacinth roots,unknown,Plantae,Liliopsida,Asparagales,Asparagaceae,Hyacinthus sp.,NA,Tracheophyta,NA,NA,NA,NA,terrestrial
hudsonema amabilis,unknown,Animalia,Insecta,Trichoptera,Leptoceridae,Hudsonema amabile,NA,Arthropoda,NA,NA,NA,NA,aquatic
hordeum jubatum_seed,unknown,Plantae,Liliopsida,Poales,Poaceae,Hordeum jubatum,NA,Tracheophyta,NA,NA,NA,NA,terrestrial
hoplias_malabaricus,unknown,Metazoa,Actinopterygii,Characiformes,Erythrinidae,Hoplias malabaricus,NA,Chordata,NA,NA,NA,NA,aquatic
homoptera unidentified_adults,adults,Animalia,Insecta,Lepidoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
homoptera,unknown,Metazoa,Insecta,Lepidoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Homoptera,unknown,Animalia,Insecta,Lepidoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Homoneuria,unknown,Animalia,Insecta,Diptera,Lauxaniidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
homoeothrix,unknown,Bacteria,Cyanophyceae,Nostocales,Rivulariaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
holopedium,unknown,Bacteria,Cyanophyceae,Chroococcales,Chroococcaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
hoinoptera,unknown,Animalia,Insecta,Lepidoptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
ho opedium,unknown,Bacteria,Cyanophyceae,Chroococcales,Chroococcaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
hirundinea,unknown,Animalia,Aves,Passeriformes,Tyrannidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic or terrestrial
Hirudinia,unknown,Animalia,Clitellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hirudineae,unknown,Animalia,Clitellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hirudinea,unknown,Animalia,Aves,Passeriformes,Tyrannidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic or terrestrial
hirudinae,unknown,Chromista,Monothalamea,Astrorhizida,Hippocrepinellidae,NA,NA,Foraminifera,NA,NA,NA,NA,aquatic
higher_plants,unknown,Viridiplantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
higher plants,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
higher plant_parts,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hidroptilidae,unknown,Animalia,Insecta,Trichoptera,Hydroptilidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hexagenia nymphs,larvae,Animalia,Insecta,Ephemeroptera,Ephemeridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
Hexagenia,larvae,Animalia,Insecta,Ephemeroptera,Ephemeridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hexagenia,unknown,Animalia,Insecta,Ephemeroptera,Ephemeridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
heterotr cladius_larvae,larvae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
heteroptera micronecta,unknown,Animalia,Insecta,Diptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
heteroptera,unknown,Animalia,Insecta,Diptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Heteroceridae,unknown,Metazoa,Insecta,Hemiptera,Corixidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
heteroceridae,unknown,Animalia,Insecta,Coleoptera,Heteroceridae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
Hesperocorixa,unknown,Metazoa,Actinopterygii,Cypriniformes,Cyprinidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
herniptera,unknown,Animalia,Insecta,Herniptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
heptapteridae,unknown,Animalia,Teleostei,Siluriformes,Heptapteridae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
heptagenio,unknown,Animalia,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
heptageniidaed,unknown,Animalia,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
heptageniidae adult,adults,Animalia,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
Heptageniidae,unknown,Metazoa,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
heptageniidae,unknown,Animalia,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
heptagenia,unknown,Metazoa,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
Heptagenia,unknown,Metazoa,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hepsetus odoe,unknown,Animalia,Actinopterygii,Characiformes,Hepsetidae,Hepsetus odoe,NA,Chordata,NA,NA,NA,NA,aquatic
heplagenia nymphs,larvae,Animalia,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hepeagenia imagoes,adults,Animalia,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hemipterans,unknown,Animalia,Insecta,Hemiptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
hemiptera_pupae,pupae,Metazoa,Insecta,Hemiptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hemiptera_adults,adults,Metazoa,Insecta,Hemiptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
"Hemiptera
Corixidae",unknown,Animalia,Insecta,Hemiptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hemiptera unidentified_adults,adults,Animalia,Insecta,Hemiptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hemiptera notonectidae,unknown,Animalia,Insecta,Hemiptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hemiptera not_identified,unknown,Animalia,Insecta,Hemiptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hemiptera larvae,larvae,Animalia,Insecta,Hemiptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hemiptera larva,larvae,Animalia,Insecta,Hemiptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hemiptera adult,adults,Animalia,Insecta,Hemiptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hemiptera 71,unknown,Animalia,Insecta,Hemiptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hemiptera 70,unknown,Animalia,Insecta,Hemiptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hemiptera,unknown,Metazoa,Insecta,Hemiptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
Hemiptera,unknown,Animalia,Insecta,Hemiptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
hemigrammocharax,unknown,Animalia,Actinopterygii,Characiformes,Distichodontidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
hemerodromia_stellaris,unknown,Animalia,Insecta,Diptera,Empididae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
helophoridae,unknown,Animalia,Insecta,Coleoptera,Helophoridae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
helodidae larvae,larvae,Animalia,Insecta,Coleoptera,Helodidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
helodidae,unknown,Metazoa,Insecta,Coleoptera,Helodidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
helmis,unknown,Animalia,Insecta,Coleoptera,Elmidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
helminth,unknown,Animalia,NA,NA,NA,NA,NA,Platyhelminthes,NA,NA,NA,NA,aquatic or terrestrial
helmidae,unknown,Animalia,Insecta,Coleoptera,Helmidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
helisoma,unknown,Animalia,Gastropoda,NA,Planorbidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
heliobia spp,unknown,Animalia,Gastropoda,Littorinimorpha,Cochliopidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
helicopsychidae,unknown,Animalia,Insecta,Trichoptera,Helicopsychidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
helicopsyche sp,unknown,Animalia,Insecta,Trichoptera,Helicopsychidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
helicopsyche,unknown,Metazoa,Insecta,Trichoptera,Helicopsychidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
heleidae pupae,pupae,Animalia,Insecta,Diptera,Heleidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
heleidae larvae,larvae,Animalia,Insecta,Diptera,Heleidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
heleidae,unknown,Animalia,Insecta,Diptera,Heleidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
hebridae,unknown,Animalia,Insecta,Hemiptera,Hebridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
harpalini,unknown,Animalia,Insecta,Coleoptera,Carabidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
harpacticoida,unknown,Metazoa,Hexanauplia,Harpacticoida,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
harpacticoid_copepods,unknown,Animalia,Maxillopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
harpacticoid copepods,unknown,Animalia,Hexanauplia,Harpacticoida,NA,NA,NA,Arthropoda,NA,Copepoda,Crustacea,NA,aquatic
harpacticoid,unknown,Animalia,Maxillopoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
harnischia sp_larvae,larvae,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
haplotaxid_oligochaetes,unknown,Animalia,Clitellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
haplochromines,unknown,Animalia,Actinopterygii,Perciformes,Cichlidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
haliplus longulus,unknown,Animalia,Insecta,Coleoptera,Haliplidae,Haliplus longulus,NA,Arthropoda,NA,NA,NA,NA,aquatic
haliplus fulvus_larvae,larvae,Animalia,Insecta,Coleoptera,Haliplidae,Haliplus fulvus,NA,Arthropoda,NA,NA,NA,NA,aquatic
haliplus fulvus_adult,adults,Animalia,Insecta,Coleoptera,Haliplidae,Haliplus fulvus,NA,Arthropoda,NA,NA,NA,NA,aquatic
haliplidae adult,adults,Animalia,Insecta,Coleoptera,Haliplidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
Haliplidae,larvae,Animalia,Insecta,Coleoptera,Haliplidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
halicarcinus,unknown,Animalia,Malacostraca,Decapoda,Hymenosomatidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
Hagenius,unknown,Metazoa,Insecta,Odonata,Gomphidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
habrophlebia,unknown,Animalia,Insecta,Ephemeroptera,Leptophlebiidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
h bebe_occidentalis_fry,juvenile,Animalia,Actinopterygii,Osteoglossiformes,Mormyridae,Hyperopisus knoepffleri,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
gyrosigma_sp_1,unknown,Chromista,Bacillariophyceae,Naviculales,Pleurosigmataceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
gyrosigma_sp,unknown,Chromista,Bacillariophyceae,Naviculales,Pleurosigmataceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
Gyrinidae(Dineutes),larvae,Animalia,Insecta,Coleoptera,Gyrinidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
gyrinidae larvae,larvae,Animalia,Insecta,Coleoptera,Gyrinidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
gyrinidae adults,adults,Animalia,Insecta,Coleoptera,Gyrinidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
gyrinidae,unknown,Metazoa,Insecta,Coleoptera,Gyrinidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
gyraulus albus,unknown,Animalia,Gastropoda,NA,Planorbidae,Gyraulus albus,NA,Mollusca,NA,NA,NA,NA,aquatic
gymnotus_carapo,unknown,Metazoa,Actinopterygii,Gymnotiformes,Gymnotidae,Gymnotus carapo,NA,Chordata,NA,NA,NA,NA,aquatic
gymnotiformes,unknown,Animalia,Actinopterygii,Gymnotiformes,NA,NA,NA,Chordata,NA,NA,NA,NA,aquatic
gymnodium sp,unknown,Animalia,Insecta,Orthoptera,Lentulidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
gwyniad eggs,eggs,Animalia,Actinopterygii,Salmoniformes,Salmonidae,Coregonus pennantii,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
grypopterigidae,unknown,Animalia,Insecta,Plecoptera,Gripopterygidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
gryllidae,unknown,Animalia,Insecta,Orthoptera,Gryllidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
gryliidae,unknown,Animalia,Insecta,Orthoptera,Gryllidae,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
gripopterygidae,unknown,Animalia,Insecta,Plecoptera,Gripopterygidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
grillidae,unknown,Metazoa,Insecta,Coleoptera,Gyrinidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
green_algal_unicells,unknown,Plantae,NA,NA,NA,Green Pelican GFP transformation vector,NA,NA,NA,NA,NA,NA,aquatic
green eggs,eggs,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
green algae,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
grasshopper legs,unknown,Animalia,Insecta,Orthoptera,NA,NA,NA,Arthropoda,NA,NA,NA,NA,terrestrial
grasses,unknown,Plantae,Liliopsida,Poales,Poaceae,NA,NA,Tracheophyta,NA,NA,NA,NA,terrestrial
grass carp_ctenopharyngodon_idellus_cuvier_and_valenciennes_cyprinidae,unknown,Animalia,Actinopterygii,Cypriniformes,Cyprinidae,Ctenopharyngodon idellus,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
grass,unknown,Plantae,Liliopsida,Poales,Poaceae,NA,NA,Tracheophyta,NA,NA,NA,NA,terrestrial
grains wheat,unknown,Plantae,Liliopsida,Poales,Poaceae,Trticum sp.,NA,Tracheophyta,NA,NA,NA,NA,terrestrial
graecoanatolica sp,unknown,Animalia,Gastropoda,Littorinimorpha,Hydrobiidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
gordius sp,unknown,Animalia,NA,NA,NA,NA,NA,Nemertea,NA,NA,NA,NA,aquatic or terrestrial
gordioidea,unknown,Metazoa,Gordioida,Gordea,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
goniochloris sp,unknown,Chromista,Xanthophyceae,Mischococcales,Pleurochloridaceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
gonatozygon sp,unknown,Plantae,Zygnematophyceae,Zygnematales,Peniaceae,NA,NA,Charophyta,NA,NA,NA,NA,aquatic
gomphosphaeria,unknown,Bacteria,Cyanophyceae,Chroococcales,Chroococcaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
gomphonema_sp,unknown,Chromista,Bacillariophyceae,Cymbellales,Gomphonemataceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
gomphonema sp,unknown,Chromista,Bacillariophyceae,Cymbellales,Gomphonemataceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
gomphonema,unknown,Viridiplantae,Chlorophyceae,Sphaeropleales,Selenastraceae,NA,NA,Chlorophyta,NA,NA,NA,NA,aquatic
gomphocymbella,unknown,Viridiplantae,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,NA,NA,Chlorophyta,NA,NA,NA,NA,aquatic
Gomphidae(Gomphus),unknown,Animalia,Insecta,Odonata,Gomphidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
Gomphidae (Gornphus),larvae,Animalia,Insecta,Odonata,Gomphidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
Gomphidae,unknown,Metazoa,Actinopterygii,Siluriformes,Ictaluridae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
gomphidae,unknown,Metazoa,Insecta,Coleoptera,Elmidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic or terrestrial
goeldichironomus sp_larvae,larvae,Animalia,Insecta,Diptera,Chironomidae,Goeldochironomus sp.,NA,Arthropoda,NA,NA,NA,NA,aquatic
gobiosoma_bosci,unknown,Metazoa,Actinopterygii,Gobiiformes,Gobiidae,Gobiosoma bosc,NA,Chordata,NA,NA,NA,NA,aquatic
gobiidae eggs,eggs,Animalia,Teleostei,Perciformes,Gobiidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
gobiidae,unknown,Animalia,Teleostei,Perciformes,Gobiidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
gobiid larvae,larvae,Animalia,Actinopterygii,Gobiiformes,Gobiidae,NA,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
gobidae,unknown,Animalia,Teleostei,Perciformes,Gobiidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
gnorimosphaeroma oregonensis,unknown,Animalia,Malacostraca,Isopoda,Sphaeromatidae,Gnorimosphaeroma oregonense,NA,Arthropoda,NA,NA,NA,NA,aquatic
glyptotendipes,unknown,Animalia,Insecta,Diptera,Chironomidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
glossosoma sp,unknown,Animalia,Insecta,Trichoptera,Glossosomatidae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
Glossosoma,unknown,Metazoa,Insecta,Trichoptera,Glossosomatidae,unidentified,NA,Arthropoda,NA,NA,NA,NA,aquatic
gleotrichia,unknown,Bacteria,Cyanophyceae,Nostocales,Rivulariaceae,NA,NA,Cyanobacteria,NA,NA,NA,NA,aquatic
gladocera,unknown,Animalia,Branchiopoda,Diplostraca,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
gizzard shad,unknown,Animalia,Actinopterygii,Clupeiformes,Clupeidae,Dorosoma cepedianum,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
gerridae adults,adults,Animalia,Insecta,Hemiptera,Gerridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
Gerridae,unknown,Animalia,Insecta,Hemiptera,Gerridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
gerridae,unknown,Metazoa,Insecta,Hemiptera,Gerridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
gelatinous egg_cases,eggs,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
gecko,unknown,Animalia,Reptilia,Squamata,NA,NA,NA,Chordata,NA,NA,NA,NA,terrestrial
gatropods,unknown,Animalia,Gastropoda,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,aquatic or terrestrial
gastropods,unknown,Metazoa,Gastropoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
gastropoda hydrobiidae,unknown,Animalia,Gastropoda,Littorinimorpha,Hydrobiidae,NA,NA,Mollusca,NA,NA,NA,NA,aquatic
gastropoda,unknown,Metazoa,Gastropoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
gastropod_eggs,eggs,Animalia,Gastropoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
gastropod,unknown,Animalia,Gastropoda,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,aquatic or terrestrial
gasterosteus aculeatus,unknown,Animalia,Actinopterygii,Gasterosteiformes,Gasterosteidae,Gasterosteus aculeatus,NA,Chordata,NA,NA,NA,NA,aquatic
gasterosteus,unknown,Animalia,Actinopterygii,Gasterosteiformes,Gasterosteidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
gasteropoda,unknown,Animalia,NA,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,aquatic or terrestrial
garra_sp,unknown,Metazoa,Actinopterygii,Cypriniformes,Cyprinidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
gamules and_spiricles,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,unidentified,aquatic or terrestrial
gamphonema sp,unknown,Chromista,Bacillariophyceae,Cymbellales,Gomphonemataceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
gammarus sp,unknown,Animalia,Malacostraca,Amphipoda,Gammaridae,Gammarus sp.,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
gammarus pulex,unknown,Animalia,Malacostraca,Amphipoda,Gammaridae,Gammarus pulex,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
gammarus lacustris,unknown,Animalia,Malacostraca,Amphipoda,Gammaridae,Gammarus lacustris,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
gammarus aequicauda,unknown,Animalia,Malacostraca,Amphipoda,Gammaridae,Gammarus aequicauda,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
gammarus,unknown,Metazoa,Malacostraca,Amphipoda,Gammaridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
gammarua,unknown,Animalia,Malacostraca,Amphipoda,Gammaridae,Gammarus sp.,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
gammarids,unknown,Animalia,Malacostraca,Amphipoda,Gammaridae,Gammarus sp.,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
gammaridean amphipods,unknown,Animalia,Malacostraca,Amphipoda,Gammaridae,Gammarus sp.,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
Gammaridae,larvae,Animalia,Malacostraca,Amphipoda,Gammaridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
gammaridae,unknown,Animalia,Malacostraca,Amphipoda,Gammaridae,NA,NA,Arthropoda,NA,NA,NA,NA,aquatic
gamerus,unknown,Animalia,Malacostraca,Amphipoda,Gammaridae,Gammarus sp.,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
gambusia_affinis,unknown,Metazoa,Actinopterygii,Cyprinodontiformes,Poeciliidae,Gambusia affinis,NA,Chordata,NA,NA,NA,NA,aquatic
gambusia sp,unknown,Animalia,Actinopterygii,Cyprinodontiformes,Poeciliidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
Gambusia affinis,unknown,Animalia,Teleostei,Cyprinodontiformes,Poeciliidae,Gambusia affinis,NA,Chordata,NA,NA,NA,NA,aquatic
gambusia,unknown,Animalia,Actinopterygii,Cyprinodontiformes,Poeciliidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
galaxiidae,unknown,Animalia,Teleostei,Osmeriformes,Galaxiidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
g pulex,unknown,Animalia,Malacostraca,Amphipoda,Gammaridae,Gammarus pulex,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
fungus,unknown,Fungi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
fundulus_sp,unknown,Metazoa,Actinopterygii,Cyprinodontiformes,Fundulidae,NA,NA,Chordata,NA,NA,NA,NA,aquatic
fundulus_majalis,unknown,Metazoa,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus majalis,NA,Chordata,NA,NA,NA,NA,aquatic
fundulus_heteroclitus,unknown,Metazoa,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus heteroclitus,NA,Chordata,NA,NA,NA,NA,aquatic
fundulus_diaphanus,unknown,Metazoa,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus diaphanus,NA,Chordata,NA,NA,NA,NA,aquatic
fundulus kansae,unknown,Animalia,Actinopterygii,Cyprinodontiformes,Fundulidae,Fundulus kansae,NA,Chordata,NA,NA,NA,NA,aquatic
frustulia_sp,unknown,Chromista,Bacillariophyceae,Naviculales,Amphipleuraceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
frustulia sp,unknown,Chromista,Bacillariophyceae,Naviculales,Amphipleuraceae,NA,NA,Ochrophyta,NA,NA,NA,NA,aquatic
fruits and_seeds,unknown,Plantae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
fruits,unknown,Animalia,Insecta,Hemiptera,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
frontonia sp,unknown,Chromista,Oligohymenophorea,Hymenostomatida,Frontoniidae,NA,NA,Ciliophora,NA,NA,NA,NA,aquatic
frogs,unknown,Animalia,Amphibia,Anura,NA,NA,NA,Chordata,NA,NA,NA,NA,aquatic
frog tadpole,juvenile,Animalia,Amphibia,Anura,NA,NA,NA,Chordata,NA,NA,NA,NA,aquatic
frog,unknown,Animalia,Amphibia,Anura,NA,NA,NA,Chordata,NA,NA,NA,NA,aquatic
Freshwater shrimp,unknown,Animalia,Malacostraca,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
freshwater drum,unknown,Animalia,Actinopterygii,Perciformes,Sciaenidae,Aplodinotus grunniens,NA,Chordata,Osteichthyes,NA,NA,NA,aquatic
fragments of_insects,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
fragments of_aquatic_insects,unknown,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic
fragments,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,detritus,aquatic or terrestrial
fragment of_adult_insects,adults,Animalia,Insecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic or terrestrial
fragment crustacean,unknown,Animalia,NA,NA,NA,NA,NA,Arthropoda,NA,NA,Crustacea,NA,aquatic
fragillaria,unknown,Viridiplantae,Chlorophyceae,Oedogoniales,Oedogoniaceae,NA,NA,Chlorophyta,NA,NA,NA,NA,aquatic
fragilaria_sp_6_370_500_<U+00B5>m,unknown,Chromista,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragiliaria,NA,Ochrophyta,NA,NA,NA,NA,aquatic
fragilaria_sp_5_400_<U+00B5>m,unknown,Chromista,Fragilariophyceae,Fragilariales,Fragilariaceae,Fragiliaria,NA,Ochrophyta,NA,NA,NA,NA,aquatic
