,site_name,lat.x,long,predator_min_length,predator_max_length,length_units,length_measure,predator_stage,type_of_fish,sample_size,start_date,end_date,habitat,microhabitat,measurement_type,measurement_units,author,year,journal,citation,table_figure,notes,prey_taxon,measurement,prey_stage,sampling_interval,predator_average_length,frequency,lon,lat.y
55,"Neosho River, KS",NA,NA,39,108,mm,total,NA,Luxilus cardinalis,95,7/1/2010,7/1/2010,lotic,NA,percent,area,Alexander,2013.00,Transactions of the Kansas Academy of Sciences,"Alexander, A. M., & Perkin, J. S. (2013). Notes on the distribution and feeding ecology of a relict population of the cardinal shiner, Luxilus cardinalis (Teleostei: Cyprinidae), in Kansas. Transactions of the Kansas Academy of Science, 116(1–2), 11-22.",tbl1,NA,aquatic_insect_parts,9.5,unknown,NA,NA,NA,-95.25836,35.8255367
56,"Neosho River, KS",NA,NA,39,108,mm,total,NA,Luxilus cardinalis,95,7/1/2010,7/1/2010,lotic,NA,percent,area,Alexander,2013.00,Transactions of the Kansas Academy of Sciences,"Alexander, A. M., & Perkin, J. S. (2013). Notes on the distribution and feeding ecology of a relict population of the cardinal shiner, Luxilus cardinalis (Teleostei: Cyprinidae), in Kansas. Transactions of the Kansas Academy of Science, 116(1–2), 11-22.",tbl1,NA,attelabidae,0,unknown,NA,NA,NA,-95.25836,35.8255367
57,"Neosho River, KS",NA,NA,39,108,mm,total,NA,Luxilus cardinalis,95,7/1/2010,7/1/2010,lotic,NA,percent,area,Alexander,2013.00,Transactions of the Kansas Academy of Sciences,"Alexander, A. M., & Perkin, J. S. (2013). Notes on the distribution and feeding ecology of a relict population of the cardinal shiner, Luxilus cardinalis (Teleostei: Cyprinidae), in Kansas. Transactions of the Kansas Academy of Science, 116(1–2), 11-22.",tbl1,NA,araneae,0.3,unknown,NA,NA,NA,-95.25836,35.8255367
58,"Neosho River, KS",NA,NA,39,108,mm,total,NA,Luxilus cardinalis,95,7/1/2010,7/1/2010,lotic,NA,percent,area,Alexander,2013.00,Transactions of the Kansas Academy of Sciences,"Alexander, A. M., & Perkin, J. S. (2013). Notes on the distribution and feeding ecology of a relict population of the cardinal shiner, Luxilus cardinalis (Teleostei: Cyprinidae), in Kansas. Transactions of the Kansas Academy of Science, 116(1–2), 11-22.",tbl1,NA,formicidae,0.3,unknown,NA,NA,NA,-95.25836,35.8255367
59,"Neosho River, KS",NA,NA,39,108,mm,total,NA,Luxilus cardinalis,95,7/1/2010,7/1/2010,lotic,NA,percent,area,Alexander,2013.00,Transactions of the Kansas Academy of Sciences,"Alexander, A. M., & Perkin, J. S. (2013). Notes on the distribution and feeding ecology of a relict population of the cardinal shiner, Luxilus cardinalis (Teleostei: Cyprinidae), in Kansas. Transactions of the Kansas Academy of Science, 116(1–2), 11-22.",tbl1,NA,crambidae_larvae_terrestrial,0.1,larvae,NA,NA,NA,-95.25836,35.8255367
60,"Neosho River, KS",NA,NA,39,108,mm,total,NA,Luxilus cardinalis,95,7/1/2010,7/1/2010,lotic,NA,percent,area,Alexander,2013.00,Transactions of the Kansas Academy of Sciences,"Alexander, A. M., & Perkin, J. S. (2013). Notes on the distribution and feeding ecology of a relict population of the cardinal shiner, Luxilus cardinalis (Teleostei: Cyprinidae), in Kansas. Transactions of the Kansas Academy of Science, 116(1–2), 11-22.",tbl1,NA,orthoptera,0.9,unknown,NA,NA,NA,-95.25836,35.8255367
61,"Neosho River, KS",NA,NA,39,108,mm,total,NA,Luxilus cardinalis,95,7/1/2010,7/1/2010,lotic,NA,percent,area,Alexander,2013.00,Transactions of the Kansas Academy of Sciences,"Alexander, A. M., & Perkin, J. S. (2013). Notes on the distribution and feeding ecology of a relict population of the cardinal shiner, Luxilus cardinalis (Teleostei: Cyprinidae), in Kansas. Transactions of the Kansas Academy of Science, 116(1–2), 11-22.",tbl1,NA,terrestrial_insect_parts,7,unknown,NA,NA,NA,-95.25836,35.8255367
62,"Neosho River, KS",NA,NA,39,108,mm,total,NA,Luxilus cardinalis,95,7/1/2010,7/1/2010,lotic,NA,percent,area,Alexander,2013.00,Transactions of the Kansas Academy of Sciences,"Alexander, A. M., & Perkin, J. S. (2013). Notes on the distribution and feeding ecology of a relict population of the cardinal shiner, Luxilus cardinalis (Teleostei: Cyprinidae), in Kansas. Transactions of the Kansas Academy of Science, 116(1–2), 11-22.",tbl1,NA,filamentous_algae,1.8,unknown,NA,NA,NA,-95.25836,35.8255367
63,"Neosho River, KS",NA,NA,39,108,mm,total,NA,Luxilus cardinalis,95,7/1/2010,7/1/2010,lotic,NA,percent,area,Alexander,2013.00,Transactions of the Kansas Academy of Sciences,"Alexander, A. M., & Perkin, J. S. (2013). Notes on the distribution and feeding ecology of a relict population of the cardinal shiner, Luxilus cardinalis (Teleostei: Cyprinidae), in Kansas. Transactions of the Kansas Academy of Science, 116(1–2), 11-22.",tbl1,NA,non_filamentous_algae,0.7,unknown,NA,NA,NA,-95.25836,35.8255367
64,"Neosho River, KS",NA,NA,39,108,mm,total,NA,Luxilus cardinalis,95,7/1/2010,7/1/2010,lotic,NA,percent,area,Alexander,2013.00,Transactions of the Kansas Academy of Sciences,"Alexander, A. M., & Perkin, J. S. (2013). Notes on the distribution and feeding ecology of a relict population of the cardinal shiner, Luxilus cardinalis (Teleostei: Cyprinidae), in Kansas. Transactions of the Kansas Academy of Science, 116(1–2), 11-22.",tbl1,NA,vascular_plant,2.3,unknown,NA,NA,NA,-95.25836,35.8255367
65,"Neosho River, KS",NA,NA,39,108,mm,total,NA,Luxilus cardinalis,95,7/1/2010,7/1/2010,lotic,NA,percent,area,Alexander,2013.00,Transactions of the Kansas Academy of Sciences,"Alexander, A. M., & Perkin, J. S. (2013). Notes on the distribution and feeding ecology of a relict population of the cardinal shiner, Luxilus cardinalis (Teleostei: Cyprinidae), in Kansas. Transactions of the Kansas Academy of Science, 116(1–2), 11-22.",tbl1,NA,detritus,16.1,unknown,NA,NA,NA,-95.25836,35.8255367
66,"Neosho River, KS",NA,NA,39,108,mm,total,NA,Luxilus cardinalis,95,7/1/2010,7/1/2010,lotic,NA,percent,area,Alexander,2013.00,Transactions of the Kansas Academy of Sciences,"Alexander, A. M., & Perkin, J. S. (2013). Notes on the distribution and feeding ecology of a relict population of the cardinal shiner, Luxilus cardinalis (Teleostei: Cyprinidae), in Kansas. Transactions of the Kansas Academy of Science, 116(1–2), 11-22.",tbl1,NA,insect_parts,4.5,unknown,NA,NA,NA,-95.25836,35.8255367
67,"Neosho River, KS",NA,NA,39,108,mm,total,NA,Luxilus cardinalis,95,7/1/2010,7/1/2010,lotic,NA,percent,area,Alexander,2013.00,Transactions of the Kansas Academy of Sciences,"Alexander, A. M., & Perkin, J. S. (2013). Notes on the distribution and feeding ecology of a relict population of the cardinal shiner, Luxilus cardinalis (Teleostei: Cyprinidae), in Kansas. Transactions of the Kansas Academy of Science, 116(1–2), 11-22.",tbl1,NA,fish_scales,0.7,unknown,NA,NA,NA,-95.25836,35.8255367
68,"Neosho River, KS",NA,NA,39,108,mm,total,NA,Luxilus cardinalis,95,7/1/2010,7/1/2010,lotic,NA,percent,area,Alexander,2013.00,Transactions of the Kansas Academy of Sciences,"Alexander, A. M., & Perkin, J. S. (2013). Notes on the distribution and feeding ecology of a relict population of the cardinal shiner, Luxilus cardinalis (Teleostei: Cyprinidae), in Kansas. Transactions of the Kansas Academy of Science, 116(1–2), 11-22.",tbl1,NA,diptera,1.8,unknown,NA,NA,NA,-95.25836,35.8255367
69,"Neosho River, KS",NA,NA,39,108,mm,total,NA,Luxilus cardinalis,95,7/1/2010,7/1/2010,lotic,NA,percent,area,Alexander,2013.00,Transactions of the Kansas Academy of Sciences,"Alexander, A. M., & Perkin, J. S. (2013). Notes on the distribution and feeding ecology of a relict population of the cardinal shiner, Luxilus cardinalis (Teleostei: Cyprinidae), in Kansas. Transactions of the Kansas Academy of Science, 116(1–2), 11-22.",tbl1,NA,ephemeroptera,5.7,unknown,NA,NA,NA,-95.25836,35.8255367
70,"Neosho River, KS",NA,NA,39,108,mm,total,NA,Luxilus cardinalis,95,7/1/2010,7/1/2010,lotic,NA,percent,area,Alexander,2013.00,Transactions of the Kansas Academy of Sciences,"Alexander, A. M., & Perkin, J. S. (2013). Notes on the distribution and feeding ecology of a relict population of the cardinal shiner, Luxilus cardinalis (Teleostei: Cyprinidae), in Kansas. Transactions of the Kansas Academy of Science, 116(1–2), 11-22.",tbl1,NA,hemiptera,0.7,unknown,NA,NA,NA,-95.25836,35.8255367
71,"Neosho River, KS",NA,NA,39,108,mm,total,NA,Luxilus cardinalis,95,7/1/2010,7/1/2010,lotic,NA,percent,area,Alexander,2013.00,Transactions of the Kansas Academy of Sciences,"Alexander, A. M., & Perkin, J. S. (2013). Notes on the distribution and feeding ecology of a relict population of the cardinal shiner, Luxilus cardinalis (Teleostei: Cyprinidae), in Kansas. Transactions of the Kansas Academy of Science, 116(1–2), 11-22.",tbl1,NA,megaloptra,0.1,unknown,NA,NA,NA,-95.25836,35.8255367
72,"Neosho River, KS",NA,NA,39,108,mm,total,NA,Luxilus cardinalis,95,7/1/2010,7/1/2010,lotic,NA,percent,area,Alexander,2013.00,Transactions of the Kansas Academy of Sciences,"Alexander, A. M., & Perkin, J. S. (2013). Notes on the distribution and feeding ecology of a relict population of the cardinal shiner, Luxilus cardinalis (Teleostei: Cyprinidae), in Kansas. Transactions of the Kansas Academy of Science, 116(1–2), 11-22.",tbl1,NA,odonata,0.7,unknown,NA,NA,NA,-95.25836,35.8255367
73,"Neosho River, KS",NA,NA,39,108,mm,total,NA,Luxilus cardinalis,95,7/1/2010,7/1/2010,lotic,NA,percent,area,Alexander,2013.00,Transactions of the Kansas Academy of Sciences,"Alexander, A. M., & Perkin, J. S. (2013). Notes on the distribution and feeding ecology of a relict population of the cardinal shiner, Luxilus cardinalis (Teleostei: Cyprinidae), in Kansas. Transactions of the Kansas Academy of Science, 116(1–2), 11-22.",tbl1,NA,terrestrial_insects_unkwon,9.5,unknown,NA,NA,NA,-95.25836,35.8255367
74,"Neosho River, KS",NA,NA,39,108,mm,total,NA,Luxilus cardinalis,95,7/1/2010,7/1/2010,lotic,NA,percent,area,Alexander,2013.00,Transactions of the Kansas Academy of Sciences,"Alexander, A. M., & Perkin, J. S. (2013). Notes on the distribution and feeding ecology of a relict population of the cardinal shiner, Luxilus cardinalis (Teleostei: Cyprinidae), in Kansas. Transactions of the Kansas Academy of Science, 116(1–2), 11-22.",tbl1,NA,algae_and_plant_material_unknown,4.8,unknown,NA,NA,NA,-95.25836,35.8255367
75,"Neosho River, KS",NA,NA,39,108,mm,total,NA,Luxilus cardinalis,95,7/1/2010,7/1/2010,lotic,NA,percent,area,Alexander,2013.00,Transactions of the Kansas Academy of Sciences,"Alexander, A. M., & Perkin, J. S. (2013). Notes on the distribution and feeding ecology of a relict population of the cardinal shiner, Luxilus cardinalis (Teleostei: Cyprinidae), in Kansas. Transactions of the Kansas Academy of Science, 116(1–2), 11-22.",tbl1,NA,detritus_and_other,21.3,unknown,NA,NA,NA,-95.25836,35.8255367
76,"Oxon Run, Washington, DC, USA",NA,NA,16,44,mm,NA,NA,Semotilus bullaris,101,43485,43485,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diatoms,0,unknown,monthly,NA,NA,-76.9642871,38.8465488
77,"Oxon Run, Washington, DC, USA",NA,NA,16,36,mm,NA,NA,Semotilus bullaris,6,43516,43516,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diatoms,0,unknown,monthly,NA,NA,-76.9642871,38.8465488
78,"Oxon Run, Washington, DC, USA",NA,NA,24,88,mm,NA,NA,Semotilus bullaris,22,43544,43544,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diatoms,0,unknown,monthly,NA,NA,-76.9642871,38.8465488
79,"Oxon Run, Washington, DC, USA",NA,NA,20,52,mm,NA,NA,Semotilus bullaris,24,43575,43575,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diatoms,0,unknown,monthly,NA,NA,-76.9642871,38.8465488
80,"Oxon Run, Washington, DC, USA",NA,NA,24,48,mm,NA,NA,Semotilus bullaris,34,43605,43605,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diatoms,14,unknown,monthly,NA,NA,-76.9642871,38.8465488
81,"Oxon Run, Washington, DC, USA",NA,NA,36,52,mm,NA,NA,Semotilus bullaris,12,43636,43636,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diatoms,0,unknown,monthly,NA,NA,-76.9642871,38.8465488
82,"Oxon Run, Washington, DC, USA",NA,NA,44,56,mm,NA,NA,Semotilus bullaris,4,43666,43666,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diatoms,NA,unknown,monthly,NA,NA,-76.9642871,38.8465488
83,"Oxon Run, Washington, DC, USA",NA,NA,20,44,mm,NA,NA,Semotilus bullaris,24,43728,43728,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diatoms,16,unknown,monthly,NA,NA,-76.9642871,38.8465488
84,"Oxon Run, Washington, DC, USA",NA,NA,36,48,mm,NA,NA,Semotilus bullaris,2,43758,43758,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diatoms,0,unknown,monthly,NA,NA,-76.9642871,38.8465488
85,"Oxon Run, Washington, DC, USA",NA,NA,28,122,mm,NA,NA,Semotilus bullaris,2,43789,43789,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diatoms,0,unknown,monthly,NA,NA,-76.9642871,38.8465488
86,"Oxon Run, Washington, DC, USA",NA,NA,28,72,mm,NA,NA,Semotilus bullaris,11,7645,7645,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,diatoms,0,unknown,monthly,NA,NA,-76.9642871,38.8465488
87,"Oxon Run, Washington, DC, USA",NA,NA,16,44,mm,NA,NA,Semotilus bullaris,101,43485,43485,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,filamentous_algae,0,unknown,monthly,NA,NA,-76.9642871,38.8465488
88,"Oxon Run, Washington, DC, USA",NA,NA,16,36,mm,NA,NA,Semotilus bullaris,6,43516,43516,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,filamentous_algae,0,unknown,monthly,NA,NA,-76.9642871,38.8465488
89,"Oxon Run, Washington, DC, USA",NA,NA,24,88,mm,NA,NA,Semotilus bullaris,22,43544,43544,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,filamentous_algae,0,unknown,monthly,NA,NA,-76.9642871,38.8465488
90,"Oxon Run, Washington, DC, USA",NA,NA,20,52,mm,NA,NA,Semotilus bullaris,24,43575,43575,lotic,NA,abundance,percent,Crawford,1922.00,ScientificcontributionsoftheNewYorkZoologicalSociety,"Breder, C. M., & Crawford, D. R. (1922). The Food of Certain Minnows: A Study of the Seasonal Dietary Cycle of Six Cyprinoids with Especial Reference to Fish Culture. New York Zoological Society.",tbl2,hand-entered b/c Able2Extract did not work,filamentous_algae,0,unknown,monthly,NA,NA,-76.9642871,38.8465488
