"","fish_genus_species","predator_min_length","predator_max_length","predator_average_length","length_type","length_units","sample_size","start_year","start_month","start_day","end_year","end_month","end_day","habitat","measurement_type","measurement_units","author","year","journal","site_name","sampling_interval","citation","figure","fish_id","data_sorted_by","notes","prey_taxon","measurement","prey_stage","lon","lat"
"58","warmouth",NA,NA,"159.9","total","mm","156","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_2","averaged over site time and fish size",NA,"hymenoptera","0","unknown","-91.5589892","30.2380944"
"59","black crappie",NA,NA,"203.8","total","mm","229","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_3","averaged over site time and fish size",NA,"hymenoptera","0","unknown","-91.5589892","30.2380944"
"60","bluegill",NA,NA,"151.8","total","mm","380","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_4","averaged over site time and fish size",NA,"hymenoptera","0.01","unknown","-91.5589892","30.2380944"
"61","redspotted sunfish",NA,NA,"126.2","total","mm","106","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_5","averaged over site time and fish size",NA,"hymenoptera","0.08","unknown","-91.5589892","30.2380944"
"62","longear sunfish",NA,NA,"119.1","total","mm","94","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_6","averaged over site time and fish size",NA,"hymenoptera","0","unknown","-91.5589892","30.2380944"
"63","readear sunfish",NA,NA,"68","total","mm","68","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_7","averaged over site time and fish size",NA,"hymenoptera","<0.01","unknown","-91.5589892","30.2380944"
"64","largemouth bass",NA,NA,"278.5","total","mm","220","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_1","averaged over site time and fish size",NA,"corbiculidae","0","unknown","-91.5589892","30.2380944"
"65","warmouth",NA,NA,"159.9","total","mm","156","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_2","averaged over site time and fish size",NA,"corbiculidae","0","unknown","-91.5589892","30.2380944"
"66","black crappie",NA,NA,"203.8","total","mm","229","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_3","averaged over site time and fish size",NA,"corbiculidae","0","unknown","-91.5589892","30.2380944"
"67","bluegill",NA,NA,"151.8","total","mm","380","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_4","averaged over site time and fish size",NA,"corbiculidae","0.09","unknown","-91.5589892","30.2380944"
"68","redspotted sunfish",NA,NA,"126.2","total","mm","106","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_5","averaged over site time and fish size",NA,"corbiculidae","0.03","unknown","-91.5589892","30.2380944"
"69","longear sunfish",NA,NA,"119.1","total","mm","94","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_6","averaged over site time and fish size",NA,"corbiculidae","0.15","unknown","-91.5589892","30.2380944"
"70","readear sunfish",NA,NA,"68","total","mm","68","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_7","averaged over site time and fish size",NA,"corbiculidae","0.47","unknown","-91.5589892","30.2380944"
"71","largemouth bass",NA,NA,"278.5","total","mm","220","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_1","averaged over site time and fish size",NA,"physidae","0","unknown","-91.5589892","30.2380944"
"72","warmouth",NA,NA,"159.9","total","mm","156","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_2","averaged over site time and fish size",NA,"physidae","0","unknown","-91.5589892","30.2380944"
"73","black crappie",NA,NA,"203.8","total","mm","229","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_3","averaged over site time and fish size",NA,"physidae","0","unknown","-91.5589892","30.2380944"
"74","bluegill",NA,NA,"151.8","total","mm","380","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_4","averaged over site time and fish size",NA,"physidae","0.02","unknown","-91.5589892","30.2380944"
"75","redspotted sunfish",NA,NA,"126.2","total","mm","106","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_5","averaged over site time and fish size",NA,"physidae","0.06","unknown","-91.5589892","30.2380944"
"76","longear sunfish",NA,NA,"119.1","total","mm","94","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_6","averaged over site time and fish size",NA,"physidae","0.02","unknown","-91.5589892","30.2380944"
"77","readear sunfish",NA,NA,"68","total","mm","68","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_7","averaged over site time and fish size",NA,"physidae","0.23","unknown","-91.5589892","30.2380944"
"78","largemouth bass",NA,NA,"278.5","total","mm","220","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_1","averaged over site time and fish size",NA,"shell_fragments","0","unknown","-91.5589892","30.2380944"
"79","warmouth",NA,NA,"159.9","total","mm","156","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_2","averaged over site time and fish size",NA,"shell_fragments","0","unknown","-91.5589892","30.2380944"
"80","black crappie",NA,NA,"203.8","total","mm","229","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_3","averaged over site time and fish size",NA,"shell_fragments","0","unknown","-91.5589892","30.2380944"
"81","bluegill",NA,NA,"151.8","total","mm","380","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_4","averaged over site time and fish size",NA,"shell_fragments","0","unknown","-91.5589892","30.2380944"
"82","redspotted sunfish",NA,NA,"126.2","total","mm","106","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_5","averaged over site time and fish size",NA,"shell_fragments","0","unknown","-91.5589892","30.2380944"
"83","longear sunfish",NA,NA,"119.1","total","mm","94","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_6","averaged over site time and fish size",NA,"shell_fragments","0","unknown","-91.5589892","30.2380944"
"84","readear sunfish",NA,NA,"68","total","mm","68","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_7","averaged over site time and fish size",NA,"shell_fragments","0.21","unknown","-91.5589892","30.2380944"
"85","largemouth bass",NA,NA,"278.5","total","mm","220","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_1","averaged over site time and fish size",NA,"fish_eggs","0","unknown","-91.5589892","30.2380944"
"86","warmouth",NA,NA,"159.9","total","mm","156","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_2","averaged over site time and fish size",NA,"fish_eggs","0","unknown","-91.5589892","30.2380944"
"87","black crappie",NA,NA,"203.8","total","mm","229","2011","8","1","2012","7","11","lentic","weight","percent","Miller","2015","TAFS","Atchafalaya River, Louisiana",NA,"Miller, B. A., Kelso, W. E., & Kaller, M. D. (2015). Diet partitioning in a diverse Centrarchid assemblage in the Atchafalaya River Basin, Louisiana. Transactions of the American Fisheries Society, 144(4), 780-791.","tbl1","20200115_miller_3","averaged over site time and fish size",NA,"fish_eggs","0","unknown","-91.5589892","30.2380944"
